name,square_meter,bedroom_no,price,street,area,district
"CHO THUÊ HÓT HÓT CC IMPERIA , 203 NGUYỄN HUY TƯỞNG, 2PN, 2WC, 108m2", 108 m,2 phòng ngủ, 14 triệu / tháng,Phố Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Thuê ở ngay CC D'CAPITALE TRẦN DUY HƯNG 2PN ,76m2 full đẹp chỉ 16tr/tháng", 76 m,2 phòng ngủ, 16 triệu / tháng,Đường Trần Duy Hưng,Phường Trung Hòa,Quận Cầu Giấy
"CHO THUÊ CC - GOLDMARK CITY, HỒ TỪNG MẬU 2PN, 2WC, 106m2, GIÁ HÓT- SIÊU RẺ- ĐẸP ĐẺ", 106 m,2 phòng ngủ, 15 triệu / tháng,Đường Hồ Tùng Mậu,Phường Phú Diễn,Quận Bắc Từ Liêm
"CHO THUÊ CC Center Point Lê Văn Lương, 2PN siêu đẹp,đầy đủ nội thất cao cấp CHÂU Á", 81 m,2 phòng ngủ," 13,5 triệu / tháng",Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"Cho thuê CHCC tại D'Le Pont D'or - Tân Hoàng Minh, 110m2, 2PN, đủ đồ, view hồ, giá 16tr/th", 110 m,2 phòng ngủ, 16 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Cho thuê căn hộ tại C7 Giảng Võ đối diện khách sạn Hà Nội, 80m2, 3PN view hồ - giá 13tr/th", 80 m,3 phòng ngủ, 13 triệu / tháng,Phố Trần Huy Liệu,Phường Giảng Võ,Quận Ba Đình
BQL cho thuê CHCC tại The Golden Armor (B6 Giảng Võ) từ 1PN đến 4PN từ 16 triệu/tháng, 86 m,2 phòng ngủ, 16 triệu / tháng,Phố Nam Cao,Phường Giảng Võ,Quận Ba Đình
"Chính chủ cho thuê căn hộ cao cấp tại 172 Ngọc Khánh 160m2, 3PN, 2WC giá 15 triệu/tháng", 160 m,3 phòng ngủ, 15 triệu / tháng,Phố Ngọc Khánh,Phường Ngọc Khánh,Quận Ba Đình
"Chính chủ cho thuê căn hộ cao cấp giá rẻ nhất tòa tại 15-17 Ngọc Khánh 150m2, 3PN giá 14tr", 150 m,3 phòng ngủ, 14 triệu / tháng,Phố Ngọc Khánh,Phường Ngọc Khánh,Quận Ba Đình
"Chính chủ cần cho thuê CHCC tại Golden Westlake, DT 125m2, 3PN, view đẹp. giá thuê 21tr/th", 125 m,3 phòng ngủ, 21 triệu / tháng,Đường Thụy Khuê,Phường Thụy Khuê,Quận Tây Hồ
"Chính chủ cần cho thuê CHCC tại Golden Westlake, DT 120m2, 3PN,hướng mát, view đẹp 22tr/th", 130 m,3 phòng ngủ, 22 triệu / tháng,Đường Thụy Khuê,Phường Thụy Khuê,Quận Tây Hồ
cho thuê căn hộ cao cấp tại Vinhomes Nguyễn Chí Thanh - DT 100m2 - 2PN -giá 20tr, 100 m,2 phòng ngủ, 20 triệu / tháng,Đường Nguyễn Chí Thanh,Phường Láng Hạ,Quận Đống Đa
Chính chủ cho thuê căn hộ cao cấp tại Vinhomes Nguyễn Chí Thanh - 122m2 - 3PN giá 26tr/th, 122 m,3 phòng ngủ, 26 triệu / tháng,Đường Nguyễn Chí Thanh,Phường Láng Hạ,Quận Đống Đa
"Cần cho thuê căn hộ cao cấp tại Hoàng Cầu Skyline, 36 Hoàng Cầu, 105m2, 3PN, 16tr/th", 105 m,3 phòng ngủ, 16 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"BQL chung cư Cho thuê CH tại Platinum Residence, 108m2 - 128m2, 2 - 3PN, giá chỉ từ15tr/th", 108 m,2 phòng ngủ, 18 triệu / tháng,Phố Nguyễn Công Hoan,Phường Ngọc Khánh,Quận Ba Đình
"Chính chủ cho thuê căn hộ cao cấp giá siêu rẻ tại The Lancaster 135m2, 3PN 2VS, 23 tr/th", 135 m,3 phòng ngủ, 23 triệu / tháng,Phố Núi Trúc,Phường Giảng Võ,Quận Ba Đình
"Chính chủ cho thuê CH Vinhome Nguyễn Chí Thanh,86m2, 2PN đủ đồ, tầng cao, chỉ 19tr/th", 86 m,2 phòng ngủ, 19 triệu / tháng,Đường Nguyễn Chí Thanh,Phường Láng Hạ,Quận Đống Đa
"Cho thuê gấp căn hộ Vinhomes Metropolis 29 Liễu Giai, 110m2, 3PN, Đủ đồ, giá 27tr/th", 110 m,3 phòng ngủ, 27 triệu / tháng,Phố Liễu Giai,Phường Ngọc Khánh,Quận Ba Đình
"Cho thuê căn hộ cao cấp tại Vinhomes Metropolis 29 Liễu Giai 77m2-2PN, giá 19tr", 77 m,2 phòng ngủ, 19 triệu / tháng,Phố Liễu Giai,Phường Ngọc Khánh,Quận Ba Đình
"Chính chủ cho thuê căn hộ cao cấp tại D'.Le Pont Dor, 36 Hoàng Cầu, 55m2, 1PN, giá 12tr/th", 55 m,1 phòng ngủ, 12 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Chính chủ cho thuê căn hộ cao cấp tại Hoàng Cầu Skyline.36 Hoàng Cầu 55m2 1PN, giá 15tr/th", 55 m,1 phòng ngủ, 15 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"BQL TÒA HOÀNG CẦU SKYLINE- HOÀNG CẦU CHO THUÊ CHCC 2- 3PN TỪ 67M2- 112M2, GIÁ TỪ 15/TH", 100 m,3 phòng ngủ, 15 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
chính chủ cho thuê căn hộ dịch vụ tại phố Yên Lãng - 80m2- 2pn-2vs đủ đồ giá 12tr/tháng, 80 m,2 phòng ngủ, 12 triệu / tháng,Đường Yên Lãng,Phường Láng Hạ,Quận Đống Đa
Chính chủ cho thuê căn hộ cao cấp tại Vinhome Metropolis-  tầng cao -100m2- 2pn 18tr/tháng, 100 m,2 phòng ngủ, 18 triệu / tháng,Phố Liễu Giai,Phường Ngọc Khánh,Quận Ba Đình
Cho thuê căn hộ cao cấp tại D2 Giảng Võ 84m2. 2pn. giá 13trieu/tháng, 84 m,2 phòng ngủ, 13 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
Chính chủ cho thuê căn hộ cao cấp giá cực rẻ tại D2 Giảng Võ- 90m2. 2pn. giá 15triệu/tháng, 90 m,2 phòng ngủ, 15 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"Chính chủ Cho thuê căn hộ cao cấp tại d.le pont dor,36 hoàng cầu 110m2, 2pn,giá 16tr/tháng", 75 m,2 phòng ngủ, 16 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Chính chủ cho thuê căn hộ cao cấp tại Hoàng Cầu Skyline. 36 Hoàng Cầu, 80m2, 2pn, giá 14tr", 80 m,2 phòng ngủ, 14 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Chính chủ Cho thuê căn hộ cao cấp tại  172 Ngọc Khánh 120m2, 2pn, 2vs giá 12trieu/tháng", 120 m,2 phòng ngủ, 12 triệu / tháng,Phố Ngọc Khánh,Phường Ngọc Khánh,Quận Ba Đình
"BQL CC cao cấp 36 Hoàng Cầu D'. Le Pont D'or, cho thuê căn hộ 1-2-3PN, giá từ 15tr/tháng", 70 m,2 phòng ngủ, 15 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"BQL Cho thuê căn hộ dịch vụ tại phố Giảng Võ, 45m2- 70m2, 1-2 PN, full đồ, giá  từ 9 tr/th", 45 m,2 phòng ngủ, 9 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"BQL chung cư Cho thuê CH tại Platinum Residence, 108m2 - 128m2, 2 -3PN, giá chỉ từ 15tr/th", 110 m,2 phòng ngủ, 15 triệu / tháng,Phố Nguyễn Công Hoan,Phường Ngọc Khánh,Quận Ba Đình
"BQL Cho thuê căn hộ tại chung cư Ngọc Khánh Plaza đối diện đài THVN, 2-3PN giá chỉ từ 13tr", 110 m,2 phòng ngủ, 13 triệu / tháng,Phố Phạm Huy Thông,Phường Ngọc Khánh,Quận Ba Đình
"BQL Cần cho thuê căn hộ cao cấp Vinhomes Nguyễn Chí Thanh, DT 50m2 - 167m2, giá từ 16triệu", 88 m,2 phòng ngủ, 15 triệu / tháng,Đường Nguyễn Chí Thanh,Phường Láng Thượng,Quận Đống Đa
Chính chủ cho thuê căn hộ cao cấp tại Vinhome Metropolis.29 Liễu Giai.84m2-2pn giá 20 tr/t, 84 m,2 phòng ngủ, 20 triệu / tháng,Phố Liễu Giai,Phường Ngọc Khánh,Quận Ba Đình
"BQL tòa D2 Giảng Võ cho thuê gấp 1 số căn hộ DT từ 77m2, 118m2, 180m2. Giá 13tr/th", 100 m,2 phòng ngủ, 13 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
BQL Cho thuê CH cao  cấp tại Vinhomes Metropolis DT từ 50m2 - 146m2. Giá từ 15tr/tháng, 50 m,1 phòng ngủ, 15 triệu / tháng,Phố Liễu Giai,Phường Ngọc Khánh,Quận Ba Đình
Chính chủ cho thuê căn hộ cao cấp giá rẻ tại 15-17 Ngọc Khánh 150m2 3pn giá 15trieu/tháng, 150 m,3 phòng ngủ, 15 triệu / tháng,Phố Ngọc Khánh,Phường Ngọc Khánh,Quận Ba Đình
Chính chủ cho thuê căn hộ cao cấp tại Thành Công Tower 57 Láng Hạ 200m2-4pn- giá 20 tr/th, 200 m,4 phòng ngủ, 20 triệu / tháng,Phố Láng Hạ,Phường Thành Công,Quận Ba Đình
Chính chủ cho thuê căn hộ cao cấp tại platinum residences số 6 Nguyễn Công Hoan-110m2-2pn, 110 m,2 phòng ngủ, 15 triệu / tháng,Phố Nguyễn Công Hoan,Phường Ngọc Khánh,Quận Ba Đình
Chính chủ cho thuê căn hộ cao cấp giá rẻ tại Sky City- 88 Láng Hạ-110m2 2pn giá 14triệu/th, 110 m,2 phòng ngủ, 14 triệu / tháng,Đường Láng Hạ,Phường Láng Hạ,Quận Đống Đa
"Chính chủ cho thuê căn hộ cao cấp giá rẻ tại Ngọc Khánh Plaza 130m2, 2PN giá 16 triệu/thg", 130 m,2 phòng ngủ, 16 triệu / tháng,Phố Phạm Huy Thông,Phường Ngọc Khánh,Quận Ba Đình
Chính chủ cho thuê căn hộ cao cấp giá cực rẻ tại C7 Giảng Võ- Ba Đình-80m2-3pn-giá 14tr/th, 80 m,3 phòng ngủ, 14 triệu / tháng,Phố Trần Huy Liệu,Phường Giảng Võ,Quận Ba Đình
"Chính chủ cho thuê căn hộ cao cấp giá rẻ tại The Lancaster 20Núi Trúc 50m2,1PN giá 15tr/th", 50 m,1 phòng ngủ, 15 triệu / tháng,Phố Núi Trúc,Phường Giảng Võ,Quận Ba Đình
"Cho thuê căn hộ cao cấp tại The Lancaster 20 Núi Trúc 130m2, 3PN giá 20 tr/th", 130 m,3 phòng ngủ, 20 triệu / tháng,Phố Núi Trúc,Phường Giảng Võ,Quận Ba Đình
"Chính chủ cho thuê căn hộ cao cấp tại The Lancaster 20 Núi Trúc Hà Nội 100m2, 2PN giá 18tr", 100 m,2 phòng ngủ, 18 triệu / tháng,Phố Núi Trúc,Phường Giảng Võ,Quận Ba Đình
Chính chủ cho thuê căn hộ cao cấp giá cực rẻ tại D2 Giảng Võ- Ba Đình- 115m2. 2pn- 13tr/th, 115 m,2 phòng ngủ, 13 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"cho thuê căn hộ cac cấp tại tòa nhà M3-M4-91 Nguyễn Chí Thanh, 120m2 giá 14tr/th", 120 m,3 phòng ngủ, 14 triệu / tháng,Đường Nguyễn Chí Thanh,Quận Đống Đa,
"Cho thuê căn hộ cao cấp tại Hoàng Cầu Skyline.36 Hoàng Cầu,115m2-3pn, giá 18tr", 115 m,3 phòng ngủ, 18 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
Chính chủ cho thuê căn hộ cao cấp tại Vinhome Nguyễn Chí Thanh-86m2-2pn giá 18trieu/tháng, 86 m,2 phòng ngủ, 18 triệu / tháng,Đường Nguyễn Chí Thanh,Phường Láng Hạ,Quận Đống Đa
"Chính chủ cho thuê căn hộ cao cấp tại Hoàng Cầu Skyline,36 Hoàng Cầu 94m2, 3PN,giá 17tr/th", 94 m,3 phòng ngủ, 17 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
Chính chủ cho thuê ngắn hạn căn hộ dịch vụ tại phố Cát Linh- dt 40m2-1pn  giá từ 9tr/tháng, 40 m,1 phòng ngủ, 9 triệu / tháng,Phố Cát Linh,Phường Cát Linh,Quận Đống Đa
"Chính chủ cho thuê căn hộ cao cấp tại CC Vườn Xuân, 71 Nguyễn Chí Thanh 130m2, 2PN-14tr/th", 130 m,2 phòng ngủ, 14 triệu / tháng,Đường Nguyễn Chí Thanh,Phường Láng Hạ,Quận Đống Đa
Chính chủ Cho thuê ngắn hạn căn hộ dịch vụ cao cấp tại phố Kim Mã- dt 40m2-1PN giá 10tr/th, 40 m,1 phòng ngủ, 10 triệu / tháng,Đường Kim Mã,Phường Kim Mã,Quận Ba Đình
"Chính chủ cho thuê căn hộ cao cấp tại Petrowaco ,97-99  Láng Hạ,3-4pn- giá từ 15tr/tháng", 130 m,3 phòng ngủ, 15 triệu / tháng,Đường Láng Hạ,Phường Láng Hạ,Quận Đống Đa
"Chính chủ cho thuê căn hộ tại tòa nhà Quốc Hội, 2 Hoàng Cầu 65m2, 1PN, giá 10 triệu/tháng", 65 m,1 phòng ngủ, 10 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"BQL Cho thuê CHCC tại Lancaster- 20 Núi Trúc, 1-2-3pn, DT:50m2-150m2 giá từ 15tr/tháng", 50 m,1 phòng ngủ, 15 triệu / tháng,Phố Núi Trúc,Phường Giảng Võ,Quận Ba Đình
"Cho thuê căn hộ cao cấp tại d.le pont dor-36 hoàng cầu 120m2, 3n giá 17trieu/th", 120 m,3 phòng ngủ, 17 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"cho thuê căn hộ cao cấp tại Hoàng Cầu Skyline.36 Hoàng Cầu 120m2 3PN,giá17 tr/th", 120 m,3 phòng ngủ, 17 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"Chính chủ cho thuê căn hộ cao cấp tại Petrowaco ,97-99  Láng Hạ, 70m2-2pn- giá 12 tr/tháng", 70 m,2 phòng ngủ, 12 triệu / tháng,Đường Láng Hạ,Phường Láng Hạ,Quận Đống Đa
Chính chủ cho thuê căn hộ cao cấp tại platinum residences view đẹp nhất tòa nhà-130m2-3pn, 130 m,3 phòng ngủ, 18 triệu / tháng,Phố Nguyễn Công Hoan,Phường Ngọc Khánh,Quận Ba Đình
"TRÀNG THI-BÀ TRIỆU.  Cho thuê căn hộ 45m,  full đồ,  7 triệu.", 45 m,1 phòng ngủ, 7 triệu / tháng,Phố Bà Triệu,Phường Tràng Tiền,Quận Hoàn Kiếm
"MẶT PHỐ GIẢNG VÕ.  Cho thuê căn hộ 170, full đồ  8  triệu.", 170 m,2 phòng ngủ, 8 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"LÁNG HẠ. Cho thuê căn hộ 115m, 2 ngủ, 1 khách, 1 bếp, full đồ.  11 triệu.", 115 m,2 phòng ngủ, 11 triệu / tháng,Phố Láng Hạ,Phường Thành Công,Quận Ba Đình
"GIẢNG VÕ.  CHO THUÊ CĂN HỘ 100M,  3 ngủ,  đã sửa đẹp_  7  triệu.", 100 m,3 phòng ngủ, 7 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"VĂN CAO-HOÀNG HOA THÁM.  Cho thuê CCMN, 50m, mới 100%  full đồ-6  triệu.", 50 m,2 phòng ngủ, 6 triệu / tháng,Đường Hoàng Hoa Thám,Phường Cống Vị,Quận Ba Đình
"KIM MÃ-GIẢNG VÕ-gần hồ Giảng Võ.  Cho thuê căn hộ 2 ngủ,  4,5 triệu.", 45 m,2 phòng ngủ," 4,5 triệu / tháng",Đường Kim Mã,Phường Kim Mã,Quận Ba Đình
"Liễu Giai.  Cho thuê chung cư cao cấp,  88m  2 ngủ, full đồ,  17 triệu.", 88 m,2 phòng ngủ, 17 triệu / tháng,Phố Liễu Giai,Phường Liễu Giai,Quận Ba Đình
"GIẢNG VÕ- NÚI TRÚC. Cho thuê căn hộ 118m,  3 ngủ,   12 triệu.", 118 m,3 phòng ngủ, 12 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"GIẢNG VÕ- NÚI TRÚC. Cho thuê căn hộ 108m,  3 ngủ,  đẹp,  10 triệu.", 108 m,3 phòng ngủ, 10 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"KIM MÃ.  Cho thuê căn hộ 60m,  mới đẹp _ 6.5 triệu.", 60 m,2 phòng ngủ," 6,5 triệu / tháng",Đường Kim Mã,Phường Kim Mã,Quận Ba Đình
"Cho thuê CHCC 150m2 3PN full đồ kv Trung Hòa Nhân Chính, CG giá 12tr Lh 0328592777", 150 m,3 phòng ngủ, 12 triệu / tháng,Đường Nguyễn Chánh,Phường Trung Hòa,Quận Cầu Giấy
Cho thuê căn hộ CCCC 82m2 mặt đường Trần Hữu Dực, 82 m,2 phòng ngủ, 14 triệu / tháng,Đường Trần Hữu Dực,Phường Cầu Diễn,Quận Nam Từ Liêm
"cho thuê căn hộ 2-3pn dt100m2 chung cư ecolake view, 32 đại từ, hoàng mai.", 100 m,3 phòng ngủ, 10 triệu / tháng,Phố Đại Từ,Phường Đại Kim,Quận Hoàng Mai
"cho thuê căn hộ 2-3pn chung cư Hapulico, Vũ Trọng Phụng,Thanh Xuân.", 80 m,2 phòng ngủ, 8 triệu / tháng,Đường Vũ Trọng Phụng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"cho thuê căn hộ 2-3pn chung cư goldseason, 47 nguyễn tuân, thanh xuân.", 65 m,2 phòng ngủ," 8,5 triệu / tháng",Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân
"cho thuê căn hộ 3pn đủ đồ chung cư time city, 458 minh khai, hai bà trưng.", 100 m,3 phòng ngủ, 14 triệu / tháng,Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng
"Cho thuê căn hộ Dương Đình Nghệ- Cầu Giấy, DT 94m2, 2 ngủ, đủ đồ", 94 m,2 phòng ngủ, 9 triệu / tháng,Phố Dương Đình Nghệ,Phường Yên Hòa,Quận Cầu Giấy
"0915.651.569 - Cho thuê căn hộ chung cư Housinco, Lương Thế Vinh, 3 phòng ngủ, 7,5 tr/th", 96 m,3 phòng ngủ," 7,5 triệu / tháng",Đường Lương Thế Vinh,Phường Trung Văn,Quận Nam Từ Liêm
"Cho thuê chung cư N09B1 Dịch Vọng, CV Cầu Giấy 3 phòng ngủ đủ đồ đẹp", 110 m,3 phòng ngủ, 12 triệu / tháng,Đường Thành Thái,Phường Dịch Vọng,Quận Cầu Giấy
"Cho thuê chung cư Vimeco Phạm Hùng, 74m, 2 phòng ngủ đủ đồ đẹp", 74 m,3 phòng ngủ, 10 triệu / tháng,Phường Trung Hòa,Quận Cầu Giấy,
"Cho thuê gấp căn hộ chung cư Yên Hòa Thăng Long, 2 phòng ngủ full đồ 10 tr/th", 75 m,3 phòng ngủ, 10 triệu / tháng,Đường Mạc Thái Tổ,Phường Yên Hòa,Quận Cầu Giấy
"Chính chủ cho thuê căn hộ chung cư 349 Vũ Tông Phan 3 phòng ngủ đồ cơ bản 9,5 tr/th", 100 m,3 phòng ngủ," 9,5 triệu / tháng",Phố Vũ Tông Phan,Phường Khương Đình,Quận Thanh Xuân
Cho thuê 20 căn hộ chung cư C14 Bộ Công An Trung Văn giá rẻ nhất chỉ từ 6 tr/th, 83 m,3 phòng ngủ, 6 triệu / tháng,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm
"Cho thuê căn hộ D'Capitale Trần Duy Hưng (đối diện BigC Thăng Long), 2 ngủ, full đồ, 23tr", 80 m,2 phòng ngủ, 23 triệu / tháng,Đường Trần Duy Hưng,Phường Trung Hòa,Quận Cầu Giấy
Cho thuê căn hộ 2 Phòng ngủ ĐỦ ĐỒ chung cư Sun Grand City Ancora Residence Lương Yên, 84 m,2 phòng ngủ, 25 triệu / tháng,Phố Lương Yên,Phường Bạch Đằng,Quận Hai Bà Trưng
"Cho thuê 3 Phòng ngủ chung cư Sun Grand Ancora Residence Lương Yên, ĐCB, view Sông Hồng", 113 m,3 phòng ngủ, 19 triệu / tháng,Phố Lương Yên,Phường Bạch Đằng,Quận Hai Bà Trưng
"BQL CC cao cấp 36 Hoàng Cầu D'. Le Pont D'or, cho thuê căn hộ 1-2-3PN, giá từ 15tr/th", 80 m,2 phòng ngủ, 15 triệu / tháng,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa
"BQL tòa D2 Giảng Võ cho thuê gấp 1 số căn hộ DT từ 77m2, 118m2, 180m2. Giá 13tr/th", 80 m,2 phòng ngủ, 15 triệu / tháng,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình
"Cho thuê căn hộ chung cư Vinhomes Metropolis , Ba Đình 110m2 3 phòng ngủ đủ đồ giá 45tr", 110 m,3 phòng ngủ, 45 triệu / tháng,Phố Liễu Giai,Phường Liễu Giai,Quận Ba Đình
"Chung cư cao cấp: Vinhomes Green Bay, 70m2, 2 phòng ngủ, nội thất sang trọng, giá chỉ 14tr", 70 m,2 phòng ngủ, 14 triệu / tháng,Đường Đại Lộ Thăng Long,Phường Mễ Trì,Quận Nam Từ Liêm
"Cho thuê chung cư Sun Square, 21 Lê Đức Thọ 120m2, 3 phòng ngủ 2 vệ sinh full đồ giá 14tr", 120 m,3 phòng ngủ, 14 triệu / tháng,Đường Lê Đức Thọ,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Căn hộ cao cấp: Vinhomes Skylake, Phạm Hùng 100m2, 3 phòng ngủ, đủ đồ rẻ, đẹp, nhất TT", 100 m,3 phòng ngủ, 23 triệu / tháng,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm
"Cho thuê CHCC Goldseason, Thanh Xuân, 100m2, 3 phòng ngủ, nội thất cơ bản giá chỉ 12tr5", 100 m,3 phòng ngủ," 12,5 triệu / tháng",Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho thuê CHCC Royal City, Nguyễn Trãi, 129m2, 3PN, 2VS, nội thất cao cấp giá chỉ 20tr/th", 130 m,3 phòng ngủ, 20 triệu / tháng,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân
"Cho thuê CH cao cấp Indochina Plaza, IPH Xuân Thủy, 115m2, 3 phòng ngủ, nội thất cao cấp", 115 m,3 phòng ngủ, 25 triệu / tháng,Đường Xuân Thủy,Phường Dịch Vọng Hậu,Quận Cầu Giấy
"Cho thuê CH cao cấp Hyundai Hillstate, Hà Đông, 140m2, 3 phòng ngủ, nội thất cao cấp", 140 m,3 phòng ngủ, 13 triệu / tháng,Đường Tô Hiệu,Phường Hà Cầu,Quận Hà Đông
"Cho thuê CH cao cấp D'. Le Roi Soleil, Tây Hồ, 146m2, 3 phòng ngủ, nội thất cực cao cấp", 146 m,3 phòng ngủ, 65 triệu / tháng,Đường Xuân Diệu,Phường Quảng An,Quận Tây Hồ
"Cho thuê chung cư Dolphin Plaza , Nam Từ Liêm 182m2 3 phòng ngủ full nội thất giá 14tr", 182 m,3 phòng ngủ, 16 triệu / tháng,Đường Trần Bình,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Cho thuê CH chung cư 173 Xuân Thủy, Cầu Giấy, 90m2, 2PN, 2VS full nội thất giá chỉ 10tr/th", 90 m,2 phòng ngủ, 10 triệu / tháng,Đường Xuân Thủy,Phường Dịch Vọng Hậu,Quận Cầu Giấy
"Tòa cao cấp : Vinhomes Green Bay, Mễ Trì, 96m2, 3 phòng ngủ, nội thất cơ bản, rẻ đẹp nhất", 96 m,3 phòng ngủ, 15 triệu / tháng,Đường Đại Lộ Thăng Long,Phường Mễ Trì,Quận Nam Từ Liêm
"Xem nhà 24/7: Cho thuê chung cư Vinhomes Metropolis, Ba Đình 1-4pn giá tốt nhất thị trường", 80 m,2 phòng ngủ, 25 triệu / tháng,Phố Liễu Giai,Phường Liễu Giai,Quận Ba Đình
"Cho thuê CH cao cấp Vinhomes Green Bay, 1-4PN, full đồ và cơ bản, giá tốt nhất thị trường", 65 m,2 phòng ngủ, 12 triệu / tháng,Đường Đại Lộ Thăng Long,Phường Mễ Trì,Quận Nam Từ Liêm
"Cho thuê căn nhà riêng siêu xinh xắn phố Phan Chu Trinh, Hoàn Kiếm, 3 giường, 1,5 tầng", 50 m,2 phòng ngủ, 17 triệu / tháng,Phố Phan Chu Trinh,Phường Phan Chu Trinh,Quận Hoàn Kiếm
"Cho thuê CHCC Star City, Lê Văn Lương, 70m2, 2 phòng ngủ, nội thất sang trọng, giá 14tr", 70 m,2 phòng ngủ, 14 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"Cho thuê CH cao cấp Vinhomes Skylake, Phạm Hùng, 70m2, 2 phòng ngủ, nội thất cao cấp", 70 m,2 phòng ngủ," 13,5 triệu / tháng",Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm
"CH cao cấp: Vinhomes Skylake, Phạm Hùng, 100m2, 3 phòng ngủ, nội thất cực sang trọng", 100 m,4 phòng ngủ, 22 triệu / tháng,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm
